EmployeeNumber,Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Emp_count,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
142,25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,3,Male                ,46,2,2,Sales Executive                         ,3,Single                                  ,5744.0,26959.0,1,Y         ,Yes       ,11.0,3,4,80,0,6.0,1,3,6.0,4.0,0.0,3.0
143,25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,4,Male                ,64,2,1,Research Scientist                      ,4,Married                                 ,2889.0,26897.0,1,Y         ,No        ,11.0,3,3,80,2,2.0,2,3,2.0,2.0,2.0,1.0
144,22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,2,Female              ,59,3,1,Laboratory Technician                   ,4,Single                                  ,2871.0,23785.0,1,Y         ,No        ,15.0,3,3,80,0,1.0,5,3,0.0,0.0,0.0,0.0
145,51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,1,Female              ,30,2,3,Healthcare Representative               ,1,Single                                  ,7484.0,25796.0,3,Y         ,No        ,20.0,4,3,80,0,23.0,1,2,13.0,12.0,12.0,8.0
147,34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,1,Male                ,66,1,2,Laboratory Technician                   ,3,Single                                  ,6074.0,22887.0,1,Y         ,Yes       ,24.0,4,4,80,0,9.0,3,3,9.0,7.0,0.0,6.0
148,54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,4,Female              ,30,4,4,Manager                                 ,4,Single                                  ,17328.0,13871.0,2,Y         ,Yes       ,12.0,3,3,80,0,23.0,3,3,5.0,3.0,4.0,4.0
150,24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,2,Male                ,52,3,1,Laboratory Technician                   ,3,Married                                 ,2774.0,13257.0,0,Y         ,No        ,12.0,3,3,80,1,6.0,2,3,5.0,3.0,1.0,2.0
151,34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,3,Female              ,45,2,2,Research Scientist                      ,2,Divorced                                ,4505.0,15000.0,6,Y         ,No        ,15.0,3,3,80,1,12.0,3,3,1.0,0.0,0.0,0.0
152,37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,3,Male                ,87,3,3,Sales Executive                         ,4,Single                                  ,7428.0,14506.0,2,Y         ,No        ,12.0,3,1,80,0,12.0,3,3,5.0,3.0,1.0,3.0
153,34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,3,Female              ,45,2,3,Manager                                 ,1,Single                                  ,11631.0,5615.0,2,Y         ,No        ,12.0,3,4,80,0,14.0,6,3,11.0,10.0,5.0,8.0
154,36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,2,Female              ,92,3,3,Sales Executive                         ,4,Married                                 ,9738.0,22952.0,0,Y         ,No        ,14.0,3,3,80,1,10.0,6,3,9.0,7.0,2.0,8.0
155,36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,1,Female              ,39,3,1,Laboratory Technician                   ,4,Divorced                                ,2835.0,2561.0,5,Y         ,No        ,22.0,4,1,80,1,7.0,2,3,1.0,0.0,0.0,0.0
158,43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,3,Male                ,92,3,4,Manager                                 ,4,Married                                 ,16959.0,19494.0,1,Y         ,Yes       ,12.0,3,4,80,2,25.0,3,4,25.0,12.0,4.0,12.0
159,30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,1,Male                ,96,1,1,Research Scientist                      ,3,Divorced                                ,2613.0,22310.0,1,Y         ,No        ,25.0,4,3,80,3,10.0,2,2,10.0,7.0,0.0,9.0
160,33,No,Non-Travel,750,Sales,22,2,Marketing,1,3,Male                ,95,3,2,Sales Executive                         ,2,Married                                 ,6146.0,15480.0,0,Y         ,No        ,13.0,3,1,80,1,8.0,2,4,7.0,7.0,0.0,7.0
161,56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,2,Female              ,72,3,1,Research Scientist                      ,2,Married                                 ,4963.0,4510.0,9,Y         ,Yes       ,18.0,3,1,80,3,7.0,2,3,5.0,4.0,4.0,3.0
162,51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1,Male                ,51,3,5,Research Director                       ,3,Single                                  ,19537.0,6462.0,7,Y         ,No        ,13.0,3,3,80,0,23.0,5,3,20.0,18.0,15.0,15.0
163,31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,2,Male                ,76,1,2,Sales Executive                         ,3,Married                                 ,6172.0,20739.0,4,Y         ,Yes       ,18.0,3,2,80,0,12.0,3,2,7.0,7.0,7.0,7.0
164,26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,3,Female              ,46,2,1,Research Scientist                      ,2,Married                                 ,2368.0,23300.0,1,Y         ,No        ,19.0,3,3,80,0,5.0,3,2,5.0,4.0,4.0,3.0
165,58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,4,Female              ,94,3,3,Healthcare Representative               ,4,Married                                 ,10312.0,3465.0,1,Y         ,No        ,12.0,3,4,80,1,40.0,3,2,40.0,10.0,15.0,6.0
167,19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,4,Male                ,50,3,1,Sales Representative                    ,3,Single                                  ,1675.0,26820.0,1,Y         ,Yes       ,19.0,3,4,80,0,0.0,2,2,0.0,0.0,0.0,0.0
169,22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,3,Male                ,100,3,1,Laboratory Technician                   ,4,Married                                 ,2523.0,19299.0,0,Y         ,No        ,14.0,3,3,80,1,3.0,2,3,2.0,1.0,2.0,1.0
170,49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,3,Female              ,96,3,2,Manufacturing Director                  ,1,Married                                 ,6567.0,5549.0,1,Y         ,No        ,14.0,3,3,80,0,16.0,2,2,15.0,11.0,5.0,11.0
171,43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,2,Female              ,72,4,1,Research Scientist                      ,3,Single                                  ,4739.0,16090.0,4,Y         ,No        ,12.0,3,4,80,0,18.0,2,3,3.0,2.0,1.0,2.0
174,50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,3,Female              ,77,3,3,Sales Executive                         ,4,Single                                  ,9208.0,6645.0,4,Y         ,No        ,11.0,3,4,80,0,16.0,3,3,2.0,2.0,2.0,1.0
175,31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,2,Female              ,71,1,2,Sales Executive                         ,3,Married                                 ,4559.0,24788.0,3,Y         ,Yes       ,11.0,3,3,80,1,4.0,2,3,2.0,2.0,2.0,2.0
176,41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,3,Male                ,96,3,3,Sales Executive                         ,3,Divorced                                ,8189.0,21196.0,3,Y         ,Yes       ,13.0,3,3,80,1,12.0,2,3,9.0,7.0,0.0,7.0
177,26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,3,Female              ,61,3,1,Human Resources                         ,3,Married                                 ,2942.0,8916.0,1,Y         ,No        ,23.0,4,4,80,1,8.0,3,3,8.0,7.0,5.0,7.0
178,36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,2,Male                ,84,3,2,Manufacturing Director                  ,2,Divorced                                ,4941.0,2819.0,6,Y         ,No        ,20.0,4,4,80,2,7.0,0,3,3.0,2.0,0.0,1.0
179,51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,1,Male                ,53,1,3,Manufacturing Director                  ,4,Single                                  ,10650.0,25150.0,2,Y         ,No        ,15.0,3,4,80,0,18.0,2,3,4.0,2.0,0.0,3.0
182,39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,4,Female              ,47,2,2,Sales Executive                         ,3,Married                                 ,5902.0,14590.0,4,Y         ,No        ,14.0,3,3,80,1,17.0,1,4,15.0,11.0,5.0,9.0
183,25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,1,Male                ,41,2,2,Sales Executive                         ,3,Married                                 ,8639.0,24835.0,2,Y         ,No        ,18.0,3,4,80,0,6.0,3,3,2.0,2.0,2.0,2.0
184,30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male                ,48,3,2,Human Resources                         ,4,Married                                 ,6347.0,13982.0,0,Y         ,Yes       ,19.0,3,4,80,0,12.0,2,1,11.0,9.0,4.0,7.0
190,32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,1,Female              ,41,3,1,Laboratory Technician                   ,1,Single                                  ,4200.0,10224.0,7,Y         ,No        ,22.0,4,1,80,0,10.0,2,4,5.0,4.0,0.0,4.0
192,45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,3,Male                ,83,3,1,Research Scientist                      ,4,Single                                  ,3452.0,9752.0,5,Y         ,No        ,13.0,3,2,80,0,9.0,2,2,6.0,5.0,0.0,3.0
193,38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,4,Female              ,32,3,2,Research Scientist                      ,3,Single                                  ,4317.0,2302.0,3,Y         ,Yes       ,20.0,4,2,80,0,19.0,2,3,3.0,2.0,2.0,2.0
194,30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,1,Female              ,75,3,1,Research Scientist                      ,3,Single                                  ,2632.0,23910.0,1,Y         ,No        ,14.0,3,3,80,0,5.0,4,2,5.0,4.0,0.0,4.0
195,32,No,Travel_Frequently,689,Sales,9,2,Medical,1,4,Male                ,35,1,2,Sales Executive                         ,4,Divorced                                ,4668.0,22812.0,0,Y         ,No        ,17.0,3,4,80,3,9.0,2,4,8.0,7.0,0.0,7.0
197,30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,4,Female              ,84,3,1,Research Scientist                      ,1,Divorced                                ,3204.0,10415.0,5,Y         ,No        ,14.0,3,4,80,1,8.0,3,3,3.0,2.0,2.0,2.0
198,30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,2,Male                ,35,2,1,Laboratory Technician                   ,4,Single                                  ,2720.0,11162.0,0,Y         ,No        ,13.0,3,4,80,0,6.0,3,3,5.0,3.0,1.0,2.0
199,41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,4,Male                ,91,2,4,Manager                                 ,1,Divorced                                ,17181.0,12888.0,4,Y         ,No        ,13.0,3,2,80,1,21.0,2,2,7.0,6.0,7.0,7.0
200,41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,3,Male                ,94,3,1,Laboratory Technician                   ,1,Married                                 ,2238.0,6961.0,2,Y         ,No        ,21.0,4,4,80,1,7.0,2,3,5.0,0.0,1.0,4.0
201,19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,2,Female              ,79,3,1,Laboratory Technician                   ,2,Single                                  ,1483.0,16102.0,1,Y         ,No        ,14.0,3,4,80,0,1.0,3,3,1.0,0.0,0.0,0.0
202,40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,2,Female              ,54,3,2,Research Scientist                      ,2,Divorced                                ,5605.0,8504.0,1,Y         ,No        ,11.0,3,1,80,1,20.0,2,3,20.0,7.0,2.0,13.0
204,35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,3,Male                ,94,3,3,Sales Executive                         ,2,Married                                 ,7295.0,11439.0,1,Y         ,No        ,13.0,3,1,80,2,10.0,3,3,10.0,8.0,0.0,6.0
205,53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male                ,34,3,2,Sales Representative                    ,3,Married                                 ,2306.0,16047.0,2,Y         ,Yes       ,20.0,4,4,80,1,13.0,3,1,7.0,7.0,4.0,5.0
206,45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,2,Male                ,60,3,2,Laboratory Technician                   ,2,Divorced                                ,2348.0,10901.0,8,Y         ,No        ,18.0,3,3,80,1,20.0,2,1,17.0,9.0,0.0,15.0
207,32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,2,Female              ,43,3,3,Sales Executive                         ,4,Single                                  ,8998.0,15589.0,1,Y         ,No        ,14.0,3,4,80,0,9.0,2,3,9.0,8.0,3.0,7.0
208,29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,4,Male                ,41,3,2,Manufacturing Director                  ,3,Married                                 ,4319.0,26283.0,1,Y         ,No        ,13.0,3,1,80,1,10.0,1,3,10.0,7.0,0.0,9.0
211,51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,2,Male                ,34,2,2,Manufacturing Director                  ,3,Married                                 ,6132.0,13983.0,2,Y         ,No        ,17.0,3,3,80,0,10.0,2,3,1.0,0.0,0.0,0.0
214,58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,2,Female              ,75,2,1,Research Scientist                      ,2,Married                                 ,3346.0,11873.0,4,Y         ,Yes       ,20.0,4,2,80,1,9.0,3,2,1.0,0.0,0.0,0.0
215,40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,3,Male                ,67,2,3,Sales Executive                         ,4,Married                                 ,10855.0,8552.0,7,Y         ,No        ,11.0,3,1,80,1,15.0,2,2,12.0,11.0,2.0,11.0
216,34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,3,Female              ,75,3,1,Sales Representative                    ,3,Married                                 ,2231.0,11314.0,6,Y         ,No        ,18.0,3,4,80,1,6.0,3,3,4.0,3.0,1.0,2.0
217,22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,3,Male                ,80,3,1,Research Scientist                      ,4,Married                                 ,2323.0,11992.0,1,Y         ,No        ,24.0,4,1,80,2,2.0,6,3,2.0,2.0,2.0,2.0
218,27,No,Non-Travel,691,Research & Development,9,3,Medical,1,4,Male                ,57,3,1,Research Scientist                      ,2,Divorced                                ,2024.0,5970.0,6,Y         ,No        ,18.0,3,4,80,1,6.0,1,1,2.0,2.0,2.0,2.0
221,28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,3,Male                ,42,3,1,Research Scientist                      ,4,Married                                 ,2713.0,6672.0,1,Y         ,No        ,11.0,3,3,80,1,5.0,2,1,5.0,2.0,0.0,2.0
223,57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,3,Male                ,83,4,3,Healthcare Representative               ,4,Divorced                                ,9439.0,23402.0,3,Y         ,Yes       ,16.0,3,2,80,1,12.0,2,1,5.0,3.0,1.0,4.0
224,27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,3,Male                ,79,2,1,Research Scientist                      ,3,Divorced                                ,2566.0,25326.0,1,Y         ,Yes       ,15.0,3,4,80,1,1.0,2,2,1.0,1.0,0.0,1.0
226,50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,3,Female              ,53,3,5,Manager                                 ,2,Single                                  ,19926.0,17053.0,3,Y         ,No        ,15.0,3,2,80,0,21.0,5,3,5.0,4.0,4.0,4.0
227,41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,1,Male                ,56,3,1,Research Scientist                      ,3,Divorced                                ,2451.0,4609.0,4,Y         ,No        ,12.0,3,1,80,1,13.0,2,3,9.0,8.0,1.0,8.0
228,30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,2,Female              ,41,3,3,Sales Executive                         ,4,Married                                 ,9419.0,8053.0,2,Y         ,No        ,12.0,3,3,80,1,12.0,2,3,10.0,9.0,7.0,4.0
230,38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,1,Female              ,59,2,2,Sales Executive                         ,4,Single                                  ,8686.0,12930.0,4,Y         ,No        ,22.0,4,3,80,0,12.0,2,4,8.0,3.0,0.0,7.0
231,32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,3,Male                ,43,3,1,Research Scientist                      ,3,Single                                  ,3038.0,12430.0,3,Y         ,No        ,20.0,4,1,80,0,8.0,2,3,5.0,4.0,1.0,4.0
233,27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,3,Male                ,51,3,1,Research Scientist                      ,2,Married                                 ,3058.0,13364.0,0,Y         ,Yes       ,16.0,3,4,80,1,6.0,3,2,5.0,2.0,1.0,1.0
235,19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,3,Female              ,100,1,1,Sales Representative                    ,1,Single                                  ,2325.0,20989.0,0,Y         ,No        ,21.0,4,1,80,0,1.0,5,4,0.0,0.0,0.0,0.0
238,36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,4,Male                ,30,3,1,Laboratory Technician                   ,2,Single                                  ,2088.0,15062.0,4,Y         ,No        ,12.0,3,3,80,0,13.0,3,2,8.0,7.0,7.0,2.0
239,30,No,Non-Travel,111,Research & Development,9,3,Medical,1,3,Male                ,66,3,2,Laboratory Technician                   ,1,Divorced                                ,3072.0,11012.0,1,Y         ,No        ,11.0,3,3,80,2,12.0,4,3,12.0,9.0,6.0,10.0
