EmployeeNumber,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Age_Over18,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Std_working_hours,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
199,4,Male                ,91,2,4,Manager                                 ,1,Divorced                                ,17181.0,12888.0,4,Y         ,No        ,13.0,3,2,80,1,21.0,2,2,7.0,6.0,7.0,7.0
200,3,Male                ,94,3,1,Laboratory Technician                   ,1,Married                                 ,2238.0,6961.0,2,Y         ,No        ,21.0,4,4,80,1,7.0,2,3,5.0,0.0,1.0,4.0
201,2,Female              ,79,3,1,Laboratory Technician                   ,2,Single                                  ,1483.0,16102.0,1,Y         ,No        ,14.0,3,4,80,0,1.0,3,3,1.0,0.0,0.0,0.0
202,2,Female              ,54,3,2,Research Scientist                      ,2,Divorced                                ,5605.0,8504.0,1,Y         ,No        ,11.0,3,1,80,1,20.0,2,3,20.0,7.0,2.0,13.0
204,3,Male                ,94,3,3,Sales Executive                         ,2,Married                                 ,7295.0,11439.0,1,Y         ,No        ,13.0,3,1,80,2,10.0,3,3,10.0,8.0,0.0,6.0
205,2,Male                ,34,3,2,Sales Representative                    ,3,Married                                 ,2306.0,16047.0,2,Y         ,Yes       ,20.0,4,4,80,1,13.0,3,1,7.0,7.0,4.0,5.0
206,2,Male                ,60,3,2,Laboratory Technician                   ,2,Divorced                                ,2348.0,10901.0,8,Y         ,No        ,18.0,3,3,80,1,20.0,2,1,17.0,9.0,0.0,15.0
207,2,Female              ,43,3,3,Sales Executive                         ,4,Single                                  ,8998.0,15589.0,1,Y         ,No        ,14.0,3,4,80,0,9.0,2,3,9.0,8.0,3.0,7.0
208,4,Male                ,41,3,2,Manufacturing Director                  ,3,Married                                 ,4319.0,26283.0,1,Y         ,No        ,13.0,3,1,80,1,10.0,1,3,10.0,7.0,0.0,9.0
211,2,Male                ,34,2,2,Manufacturing Director                  ,3,Married                                 ,6132.0,13983.0,2,Y         ,No        ,17.0,3,3,80,0,10.0,2,3,1.0,0.0,0.0,0.0
214,2,Female              ,75,2,1,Research Scientist                      ,2,Married                                 ,3346.0,11873.0,4,Y         ,Yes       ,20.0,4,2,80,1,9.0,3,2,1.0,0.0,0.0,0.0
215,3,Male                ,67,2,3,Sales Executive                         ,4,Married                                 ,10855.0,8552.0,7,Y         ,No        ,11.0,3,1,80,1,15.0,2,2,12.0,11.0,2.0,11.0
216,3,Female              ,75,3,1,Sales Representative                    ,3,Married                                 ,2231.0,11314.0,6,Y         ,No        ,18.0,3,4,80,1,6.0,3,3,4.0,3.0,1.0,2.0
217,3,Male                ,80,3,1,Research Scientist                      ,4,Married                                 ,2323.0,11992.0,1,Y         ,No        ,24.0,4,1,80,2,2.0,6,3,2.0,2.0,2.0,2.0
218,4,Male                ,57,3,1,Research Scientist                      ,2,Divorced                                ,2024.0,5970.0,6,Y         ,No        ,18.0,3,4,80,1,6.0,1,1,2.0,2.0,2.0,2.0
221,3,Male                ,42,3,1,Research Scientist                      ,4,Married                                 ,2713.0,6672.0,1,Y         ,No        ,11.0,3,3,80,1,5.0,2,1,5.0,2.0,0.0,2.0
223,3,Male                ,83,4,3,Healthcare Representative               ,4,Divorced                                ,9439.0,23402.0,3,Y         ,Yes       ,16.0,3,2,80,1,12.0,2,1,5.0,3.0,1.0,4.0
224,3,Male                ,79,2,1,Research Scientist                      ,3,Divorced                                ,2566.0,25326.0,1,Y         ,Yes       ,15.0,3,4,80,1,1.0,2,2,1.0,1.0,0.0,1.0
226,3,Female              ,53,3,5,Manager                                 ,2,Single                                  ,19926.0,17053.0,3,Y         ,No        ,15.0,3,2,80,0,21.0,5,3,5.0,4.0,4.0,4.0
227,1,Male                ,56,3,1,Research Scientist                      ,3,Divorced                                ,2451.0,4609.0,4,Y         ,No        ,12.0,3,1,80,1,13.0,2,3,9.0,8.0,1.0,8.0
228,2,Female              ,41,3,3,Sales Executive                         ,4,Married                                 ,9419.0,8053.0,2,Y         ,No        ,12.0,3,3,80,1,12.0,2,3,10.0,9.0,7.0,4.0
230,1,Female              ,59,2,2,Sales Executive                         ,4,Single                                  ,8686.0,12930.0,4,Y         ,No        ,22.0,4,3,80,0,12.0,2,4,8.0,3.0,0.0,7.0
231,3,Male                ,43,3,1,Research Scientist                      ,3,Single                                  ,3038.0,12430.0,3,Y         ,No        ,20.0,4,1,80,0,8.0,2,3,5.0,4.0,1.0,4.0
233,3,Male                ,51,3,1,Research Scientist                      ,2,Married                                 ,3058.0,13364.0,0,Y         ,Yes       ,16.0,3,4,80,1,6.0,3,2,5.0,2.0,1.0,1.0
235,3,Female              ,100,1,1,Sales Representative                    ,1,Single                                  ,2325.0,20989.0,0,Y         ,No        ,21.0,4,1,80,0,1.0,5,4,0.0,0.0,0.0,0.0
238,4,Male                ,30,3,1,Laboratory Technician                   ,2,Single                                  ,2088.0,15062.0,4,Y         ,No        ,12.0,3,3,80,0,13.0,3,2,8.0,7.0,7.0,2.0
239,3,Male                ,66,3,2,Laboratory Technician                   ,1,Divorced                                ,3072.0,11012.0,1,Y         ,No        ,11.0,3,3,80,2,12.0,4,3,12.0,9.0,6.0,10.0
240,3,Female              ,30,3,2,Sales Executive                         ,1,Divorced                                ,5006.0,6319.0,4,Y         ,Yes       ,11.0,3,1,80,1,9.0,3,4,5.0,4.0,0.0,3.0
241,3,Female              ,67,3,1,Research Scientist                      ,1,Divorced                                ,4257.0,13939.0,4,Y         ,Yes       ,18.0,3,3,80,1,19.0,3,3,2.0,2.0,2.0,2.0
242,3,Male                ,90,3,1,Research Scientist                      ,4,Single                                  ,2500.0,10515.0,0,Y         ,No        ,14.0,3,1,80,0,4.0,2,4,3.0,1.0,0.0,2.0
243,2,Male                ,47,2,1,Laboratory Technician                   ,4,Single                                  ,1102.0,9241.0,1,Y         ,No        ,22.0,4,3,80,0,1.0,3,2,1.0,0.0,1.0,0.0
244,2,Female              ,92,3,3,Sales Executive                         ,1,Divorced                                ,10453.0,2137.0,1,Y         ,No        ,25.0,4,3,80,3,24.0,2,3,24.0,13.0,15.0,7.0
245,3,Female              ,75,3,1,Laboratory Technician                   ,4,Single                                  ,2288.0,6319.0,1,Y         ,No        ,12.0,3,3,80,0,2.0,3,3,2.0,2.0,2.0,1.0
246,3,Female              ,95,3,1,Research Scientist                      ,4,Married                                 ,3929.0,6984.0,8,Y         ,Yes       ,23.0,4,3,80,1,7.0,0,3,4.0,2.0,0.0,2.0
247,4,Female              ,95,3,1,Research Scientist                      ,2,Single                                  ,2311.0,5711.0,2,Y         ,No        ,15.0,3,4,80,0,9.0,3,3,3.0,2.0,1.0,2.0
248,2,Female              ,70,3,1,Sales Representative                    ,2,Single                                  ,3140.0,21728.0,1,Y         ,Yes       ,22.0,4,4,80,0,4.0,5,2,4.0,3.0,0.0,2.0
249,3,Male                ,86,2,1,Laboratory Technician                   ,3,Married                                 ,3690.0,3425.0,2,Y         ,No        ,15.0,3,4,80,1,5.0,2,2,3.0,2.0,0.0,2.0
250,4,Female              ,57,4,2,Manufacturing Director                  ,1,Divorced                                ,4450.0,26250.0,1,Y         ,No        ,11.0,3,3,80,2,5.0,3,3,4.0,2.0,1.0,3.0
252,4,Female              ,72,3,1,Research Scientist                      ,2,Married                                 ,2756.0,4673.0,1,Y         ,No        ,13.0,3,4,80,1,8.0,5,3,8.0,7.0,1.0,6.0
253,4,Female              ,46,3,5,Manager                                 ,3,Married                                 ,19033.0,6499.0,1,Y         ,No        ,14.0,3,2,80,1,21.0,2,3,20.0,8.0,9.0,9.0
254,3,Male                ,61,4,5,Research Director                       ,2,Single                                  ,18722.0,13339.0,8,Y         ,No        ,11.0,3,4,80,0,36.0,3,3,24.0,15.0,2.0,15.0
256,4,Male                ,45,2,2,Manufacturing Director                  ,3,Married                                 ,9547.0,14074.0,1,Y         ,No        ,17.0,3,3,80,0,10.0,2,2,10.0,9.0,1.0,9.0
258,4,Female              ,98,3,4,Healthcare Representative               ,2,Single                                  ,13734.0,7192.0,3,Y         ,No        ,18.0,3,3,80,0,21.0,6,3,7.0,7.0,1.0,0.0
259,3,Male                ,65,2,5,Manager                                 ,3,Married                                 ,19999.0,5678.0,0,Y         ,No        ,14.0,3,1,80,1,34.0,5,3,33.0,18.0,11.0,9.0
260,4,Female              ,99,3,1,Research Scientist                      ,2,Single                                  ,2279.0,11781.0,1,Y         ,No        ,16.0,3,4,80,0,7.0,2,2,7.0,7.0,0.0,3.0
261,2,Male                ,50,2,2,Manufacturing Director                  ,3,Married                                 ,5916.0,15497.0,3,Y         ,Yes       ,13.0,3,1,80,0,8.0,1,3,1.0,0.0,0.0,1.0
262,4,Male                ,37,4,1,Research Scientist                      ,4,Divorced                                ,2089.0,5228.0,4,Y         ,No        ,14.0,3,4,80,3,7.0,3,4,5.0,4.0,2.0,2.0
264,1,Male                ,65,2,4,Manager                                 ,4,Married                                 ,16792.0,20462.0,9,Y         ,No        ,23.0,4,4,80,1,22.0,1,3,20.0,8.0,11.0,8.0
267,2,Male                ,65,4,1,Research Scientist                      ,1,Married                                 ,3564.0,22977.0,1,Y         ,Yes       ,12.0,3,1,80,1,8.0,3,2,8.0,7.0,1.0,7.0
269,2,Female              ,37,3,2,Laboratory Technician                   ,2,Single                                  ,4425.0,15986.0,5,Y         ,No        ,11.0,3,4,80,0,10.0,5,3,6.0,2.0,1.0,2.0
270,3,Female              ,36,3,2,Manufacturing Director                  ,3,Divorced                                ,5265.0,16439.0,2,Y         ,No        ,16.0,3,2,80,1,11.0,5,3,5.0,3.0,0.0,2.0
271,4,Male                ,88,3,2,Manufacturing Director                  ,3,Married                                 ,6553.0,7259.0,9,Y         ,No        ,14.0,3,2,80,0,14.0,3,3,1.0,0.0,0.0,0.0
273,4,Male                ,54,3,2,Manufacturing Director                  ,4,Married                                 ,6261.0,4185.0,3,Y         ,No        ,18.0,3,1,80,1,9.0,3,1,7.0,7.0,1.0,7.0
274,3,Male                ,60,2,2,Manufacturing Director                  ,1,Married                                 ,4298.0,9679.0,5,Y         ,No        ,19.0,3,3,80,1,6.0,1,3,2.0,2.0,2.0,0.0
275,4,Male                ,92,3,2,Manufacturing Director                  ,4,Divorced                                ,6804.0,23793.0,1,Y         ,Yes       ,15.0,3,1,80,2,7.0,0,3,7.0,7.0,1.0,7.0
277,4,Male                ,43,3,1,Research Scientist                      ,3,Divorced                                ,3815.0,5972.0,1,Y         ,Yes       ,17.0,3,4,80,1,5.0,4,4,5.0,3.0,2.0,0.0
281,3,Male                ,99,3,2,Laboratory Technician                   ,4,Married                                 ,2741.0,16523.0,8,Y         ,Yes       ,15.0,3,3,80,1,15.0,2,4,7.0,2.0,3.0,7.0
282,2,Male                ,70,3,2,Healthcare Representative               ,1,Married                                 ,6673.0,11354.0,7,Y         ,Yes       ,19.0,3,2,80,0,17.0,2,3,1.0,0.0,0.0,0.0
283,2,Female              ,35,3,3,Sales Executive                         ,4,Married                                 ,7639.0,24525.0,1,Y         ,No        ,22.0,4,4,80,3,10.0,3,2,10.0,4.0,1.0,9.0
284,4,Male                ,60,4,1,Research Scientist                      ,2,Divorced                                ,2328.0,12392.0,1,Y         ,Yes       ,16.0,3,1,80,1,4.0,2,2,4.0,2.0,2.0,2.0
286,2,Female              ,73,3,1,Laboratory Technician                   ,4,Single                                  ,2153.0,7703.0,1,Y         ,No        ,13.0,3,1,80,0,8.0,2,3,8.0,1.0,1.0,7.0
287,4,Male                ,63,2,2,Healthcare Representative               ,4,Married                                 ,4876.0,14242.0,9,Y         ,No        ,14.0,3,4,80,1,5.0,5,1,3.0,2.0,0.0,2.0
288,4,Male                ,97,3,3,Healthcare Representative               ,1,Divorced                                ,9396.0,12368.0,7,Y         ,No        ,16.0,3,3,80,1,17.0,3,3,4.0,2.0,0.0,3.0
291,4,Male                ,32,1,3,Sales Executive                         ,4,Married                                 ,10400.0,25812.0,1,Y         ,No        ,11.0,3,3,80,0,14.0,2,2,14.0,8.0,9.0,8.0
292,3,Male                ,88,2,3,Manufacturing Director                  ,3,Single                                  ,8474.0,20925.0,1,Y         ,No        ,22.0,4,3,80,0,12.0,2,3,11.0,8.0,5.0,8.0
293,4,Female              ,90,3,2,Sales Executive                         ,3,Single                                  ,9981.0,12916.0,1,Y         ,No        ,14.0,3,4,80,0,7.0,2,3,7.0,7.0,0.0,7.0
296,2,Male                ,81,2,3,Research Director                       ,2,Married                                 ,12490.0,15736.0,5,Y         ,No        ,16.0,3,4,80,2,16.0,5,1,10.0,9.0,4.0,7.0
297,4,Female              ,88,3,1,Research Scientist                      ,1,Single                                  ,2657.0,8556.0,5,Y         ,Yes       ,11.0,3,3,80,0,8.0,5,3,5.0,2.0,0.0,4.0
298,4,Female              ,75,3,3,Manager                                 ,4,Single                                  ,13591.0,14674.0,3,Y         ,Yes       ,18.0,3,3,80,0,16.0,3,3,1.0,0.0,0.0,0.0
299,3,Female              ,52,2,2,Sales Executive                         ,1,Single                                  ,6696.0,22967.0,5,Y         ,No        ,15.0,3,3,80,0,9.0,5,2,6.0,3.0,0.0,1.0
300,3,Male                ,85,3,1,Research Scientist                      ,3,Single                                  ,2058.0,19757.0,0,Y         ,No        ,14.0,3,4,80,0,7.0,1,2,6.0,2.0,1.0,5.0
302,4,Female              ,57,2,3,Sales Executive                         ,4,Single                                  ,8865.0,16840.0,6,Y         ,No        ,12.0,3,4,80,0,23.0,2,3,19.0,7.0,12.0,8.0
303,4,Female              ,52,3,2,Sales Executive                         ,1,Married                                 ,5940.0,17011.0,2,Y         ,No        ,14.0,3,4,80,1,16.0,4,3,6.0,2.0,0.0,5.0
304,4,Male                ,62,3,2,Laboratory Technician                   ,2,Single                                  ,5914.0,9945.0,8,Y         ,No        ,16.0,3,4,80,0,16.0,3,4,13.0,11.0,3.0,7.0
305,3,Female              ,47,2,1,Research Scientist                      ,2,Married                                 ,2622.0,13248.0,6,Y         ,No        ,21.0,4,4,80,0,7.0,3,3,3.0,2.0,1.0,1.0
306,2,Male                ,47,3,3,Research Director                       ,4,Divorced                                ,12185.0,10056.0,1,Y         ,Yes       ,14.0,3,3,80,3,10.0,1,3,10.0,8.0,0.0,7.0
307,1,Male                ,76,3,3,Sales Executive                         ,3,Divorced                                ,10609.0,9647.0,0,Y         ,No        ,12.0,3,3,80,2,17.0,6,2,16.0,10.0,5.0,13.0
308,3,Male                ,90,1,2,Manufacturing Director                  ,3,Married                                 ,4345.0,4381.0,0,Y         ,No        ,12.0,3,4,80,1,6.0,2,3,5.0,4.0,1.0,4.0
309,3,Male                ,70,2,1,Research Scientist                      ,4,Married                                 ,2177.0,8456.0,3,Y         ,No        ,17.0,3,1,80,1,7.0,6,3,1.0,0.0,0.0,0.0
311,1,Male                ,41,3,1,Sales Representative                    ,4,Divorced                                ,2793.0,2539.0,4,Y         ,No        ,17.0,3,3,80,1,13.0,2,3,9.0,8.0,5.0,8.0
312,2,Female              ,42,3,3,Sales Executive                         ,4,Married                                 ,7918.0,6599.0,1,Y         ,No        ,14.0,3,4,80,1,11.0,5,3,11.0,10.0,4.0,1.0
314,3,Female              ,92,3,3,Sales Executive                         ,3,Single                                  ,8789.0,9096.0,1,Y         ,No        ,14.0,3,1,80,0,10.0,3,4,10.0,7.0,0.0,8.0
