Age,Attrition,Business_Travel,DailyRate,Department,Distance_From_Home,Education_in_years,Education_Field,Environment_Satisfaction,Gender,Hourly_Rate,Job_Involvement,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Monthly_Rate,Num_comp_worked,Work_Overtime,Salary_Hike_Percentage,Performance_Rating,Relationship_Satisfaction,Stack_Option_Level,Total_working_years,Train_time_last_year,work_life_balance,Years_company,Years_current_role,Years_Promotion,Years_curr_mangaer
29,0,1,1404,2,20,3,5,3,0,84,3,8,4,1,2157.0,18203.0,1,0,15.0,3,2,1,3.0,5,3,3.0,1.0,0.0,2.0
35,0,2,1219,2,18,3,3,3,0,86,3,7,3,1,4601.0,6179.0,1,0,16.0,3,2,0,5.0,3,3,5.0,2.0,1.0,0.0
52,0,2,1053,1,1,2,1,4,1,70,3,3,4,1,17099.0,13829.0,2,0,15.0,3,2,1,26.0,2,2,9.0,8.0,7.0,8.0
58,1,2,289,1,2,3,5,4,1,51,3,6,3,2,2479.0,26227.0,4,0,24.0,4,1,0,7.0,4,3,1.0,0.0,0.0,0.0
53,0,2,1376,2,2,2,3,3,1,45,3,3,3,0,14852.0,13938.0,6,0,13.0,3,3,1,22.0,3,4,17.0,13.0,15.0,2.0
30,0,2,231,2,8,2,4,3,1,62,3,7,3,0,7264.0,9977.0,5,0,11.0,3,1,1,10.0,2,4,8.0,4.0,7.0,7.0
38,0,0,152,2,10,3,5,3,0,85,3,7,4,2,5666.0,19899.0,1,1,13.0,3,2,0,6.0,1,3,5.0,3.0,1.0,3.0
35,0,2,882,2,3,4,1,4,1,92,3,7,4,0,7823.0,6812.0,6,0,13.0,3,2,1,12.0,2,3,10.0,9.0,0.0,8.0
39,0,2,903,2,2,5,1,1,1,41,4,7,3,2,7880.0,2560.0,0,0,18.0,3,4,0,9.0,3,3,8.0,7.0,0.0,7.0
40,1,0,1479,2,24,3,1,2,0,100,4,7,2,2,13194.0,17071.0,4,1,16.0,3,4,0,22.0,2,2,1.0,0.0,0.0,0.0
47,0,1,1379,1,16,4,3,3,1,64,4,4,3,0,5067.0,6759.0,1,1,19.0,3,3,0,20.0,3,4,19.0,10.0,2.0,7.0
36,0,0,1229,2,8,4,5,1,1,84,3,7,4,0,5079.0,25952.0,4,0,13.0,3,4,2,12.0,3,3,7.0,7.0,0.0,7.0
31,1,0,335,1,9,2,3,3,1,46,2,6,1,2,2321.0,10322.0,0,1,22.0,4,1,0,4.0,0,3,3.0,2.0,1.0,2.0
33,0,0,722,2,17,3,1,4,1,38,3,3,3,2,17444.0,20489.0,1,0,11.0,3,4,0,10.0,2,3,10.0,8.0,6.0,0.0
29,1,2,906,1,10,3,1,4,0,92,2,6,1,2,2404.0,11479.0,6,1,20.0,4,3,0,3.0,5,3,0.0,0.0,0.0,0.0
33,0,2,461,1,13,1,1,2,0,53,3,6,4,2,3452.0,17241.0,3,0,18.0,3,1,0,5.0,4,3,3.0,2.0,0.0,2.0
45,0,2,974,1,1,4,3,4,0,91,3,2,4,0,2270.0,11005.0,3,0,14.0,3,4,2,8.0,2,3,5.0,3.0,0.0,2.0
50,0,2,1126,1,1,2,3,4,1,66,3,5,4,0,17399.0,6615.0,9,0,22.0,4,3,1,32.0,1,2,5.0,4.0,1.0,3.0
33,0,1,827,1,1,4,4,3,0,84,4,0,2,1,5488.0,20161.0,1,1,13.0,3,1,1,6.0,2,3,6.0,5.0,1.0,2.0
41,0,1,840,1,9,3,3,1,1,64,3,5,3,0,19419.0,3735.0,2,0,17.0,3,2,1,21.0,2,4,18.0,16.0,0.0,11.0
27,0,2,1134,1,16,4,5,3,0,37,3,2,2,1,2811.0,12086.0,9,0,14.0,3,2,1,4.0,2,3,2.0,2.0,2.0,2.0
45,0,0,248,1,23,2,1,4,1,42,3,2,1,1,3633.0,14039.0,1,1,15.0,3,3,1,9.0,2,3,9.0,8.0,0.0,8.0
47,0,2,955,2,4,2,1,4,0,83,3,7,4,2,4163.0,8571.0,1,1,17.0,3,3,0,9.0,0,3,9.0,0.0,0.0,7.0
30,1,2,138,1,22,3,1,1,0,48,3,6,3,1,2132.0,11539.0,4,1,11.0,3,2,0,7.0,2,3,5.0,2.0,0.0,1.0
50,0,2,939,1,24,3,1,4,1,95,3,4,3,1,13973.0,4161.0,3,1,18.0,3,4,1,22.0,2,3,12.0,11.0,1.0,5.0
38,0,1,1391,1,10,1,3,3,1,66,3,6,3,1,2684.0,12127.0,0,0,17.0,3,2,1,3.0,0,2,2.0,1.0,0.0,2.0
46,0,2,566,1,7,2,3,4,1,75,3,4,3,0,10845.0,24208.0,6,0,13.0,3,2,1,13.0,3,3,8.0,7.0,0.0,7.0
24,0,2,1206,1,17,1,3,4,0,41,2,4,3,0,4377.0,24117.0,1,0,15.0,3,2,2,5.0,6,3,4.0,2.0,3.0,2.0
35,1,2,622,1,14,4,4,3,1,39,2,2,2,0,3743.0,10074.0,1,1,24.0,4,4,1,5.0,2,1,4.0,2.0,0.0,2.0
31,0,1,853,1,1,1,1,3,0,96,3,4,1,1,4148.0,11275.0,1,0,12.0,3,3,1,4.0,1,3,4.0,3.0,0.0,3.0
18,0,0,287,1,5,2,1,2,1,73,3,6,4,2,1051.0,13493.0,1,0,15.0,3,4,0,0.0,2,3,0.0,0.0,0.0,0.0
54,0,2,1441,1,17,3,5,3,0,56,3,4,3,1,10739.0,13943.0,8,0,11.0,3,3,1,22.0,2,3,10.0,7.0,0.0,8.0
35,0,2,583,1,25,4,3,3,0,57,3,0,3,0,10388.0,6975.0,1,1,11.0,3,3,1,16.0,3,2,16.0,10.0,10.0,1.0
30,0,2,153,1,8,2,1,2,0,73,4,5,1,1,11416.0,17802.0,0,1,12.0,3,3,3,9.0,4,2,8.0,7.0,1.0,7.0
20,1,2,1097,1,11,3,3,4,0,98,2,6,1,2,2600.0,18275.0,1,1,15.0,3,1,0,1.0,2,3,1.0,0.0,0.0,0.0
30,1,1,109,1,5,3,3,2,0,60,3,2,2,2,2422.0,25725.0,0,0,17.0,3,1,0,4.0,3,3,3.0,2.0,1.0,2.0
26,0,2,1066,1,2,2,3,4,1,32,4,4,4,1,5472.0,3334.0,1,0,12.0,3,2,0,8.0,2,3,8.0,7.0,1.0,3.0
22,0,2,217,1,8,1,1,2,1,94,1,2,1,1,2451.0,6881.0,1,0,15.0,3,1,1,4.0,3,2,4.0,3.0,1.0,1.0
48,0,2,277,1,6,3,1,1,1,97,2,0,3,2,4240.0,13119.0,2,0,13.0,3,4,0,19.0,0,3,2.0,2.0,2.0,2.0
48,0,2,1355,1,4,4,1,3,1,78,2,0,3,2,10999.0,22245.0,7,0,14.0,3,2,0,27.0,3,3,15.0,11.0,4.0,8.0
41,0,2,549,1,7,2,3,4,0,42,3,4,3,2,5003.0,23371.0,6,0,14.0,3,2,0,8.0,6,3,2.0,2.0,2.0,1.0
39,0,2,466,1,1,1,1,4,0,65,2,4,4,1,12742.0,7060.0,1,0,16.0,3,3,1,21.0,3,3,21.0,6.0,11.0,8.0
27,0,2,1055,1,2,4,1,1,0,47,3,4,4,1,4227.0,4658.0,0,0,18.0,3,2,1,4.0,2,3,3.0,2.0,2.0,2.0
35,0,2,802,1,10,3,4,2,1,45,3,2,4,0,3917.0,9541.0,1,0,20.0,4,1,1,3.0,4,2,3.0,2.0,1.0,2.0
42,0,2,265,2,5,2,2,4,1,90,3,3,3,1,18303.0,7770.0,6,0,13.0,3,2,0,21.0,3,4,1.0,0.0,0.0,0.0
50,0,2,804,1,9,3,1,1,1,64,3,2,4,1,2380.0,20165.0,4,0,18.0,3,2,0,8.0,5,3,1.0,0.0,0.0,0.0
59,0,2,715,1,2,3,1,3,0,69,2,4,4,2,13726.0,21829.0,3,1,13.0,3,1,0,30.0,4,3,5.0,3.0,4.0,3.0
37,1,2,1141,1,11,2,3,1,0,61,1,0,2,1,4777.0,14382.0,5,0,15.0,3,1,0,15.0,2,1,1.0,0.0,0.0,0.0
55,0,1,135,1,18,4,3,3,1,62,3,0,2,1,6385.0,12992.0,3,1,14.0,3,4,2,17.0,3,3,8.0,7.0,6.0,7.0
41,0,0,247,1,7,1,1,2,0,55,1,5,3,0,19973.0,20284.0,1,0,22.0,4,2,2,21.0,3,3,21.0,16.0,5.0,10.0
38,0,2,1035,2,3,4,1,2,1,42,3,7,4,2,6861.0,4981.0,8,1,12.0,3,3,0,19.0,1,3,1.0,0.0,0.0,0.0
26,1,0,265,2,29,2,3,2,1,79,1,7,1,2,4969.0,21813.0,8,0,18.0,3,4,0,7.0,6,3,2.0,2.0,2.0,2.0
52,1,2,266,2,2,1,2,1,0,57,1,3,4,1,19845.0,25846.0,1,0,15.0,3,4,1,33.0,3,3,32.0,14.0,6.0,9.0
44,0,2,1448,2,28,3,3,4,0,53,4,7,4,1,13320.0,11737.0,3,1,18.0,3,3,1,23.0,2,3,12.0,11.0,11.0,11.0
50,0,0,145,2,1,3,1,4,0,95,3,7,3,1,6347.0,24920.0,0,0,12.0,3,1,1,19.0,3,3,18.0,7.0,0.0,13.0
36,1,2,885,1,16,4,1,3,0,43,4,2,1,2,2743.0,8269.0,1,0,16.0,3,3,0,18.0,1,3,17.0,13.0,15.0,14.0
39,0,1,945,1,22,3,3,4,0,82,3,4,1,2,10880.0,5083.0,1,1,13.0,3,3,0,21.0,2,3,21.0,6.0,2.0,8.0
33,0,0,1038,2,8,1,1,2,0,88,2,8,4,2,2342.0,21437.0,0,0,19.0,3,4,0,3.0,2,2,2.0,2.0,2.0,2.0
45,0,2,1234,2,11,2,1,4,0,90,3,3,4,1,17650.0,5404.0,3,0,13.0,3,2,1,26.0,4,4,9.0,3.0,1.0,1.0
32,0,0,1109,1,29,4,3,4,0,69,3,2,3,2,4025.0,11135.0,9,0,12.0,3,2,0,10.0,2,3,8.0,7.0,7.0,7.0
34,0,2,216,2,1,4,2,2,1,75,4,7,4,0,9725.0,12278.0,0,0,11.0,3,4,1,16.0,2,2,15.0,1.0,0.0,9.0
59,0,2,1089,2,1,2,5,2,1,66,3,3,4,1,11904.0,11038.0,3,1,14.0,3,3,1,14.0,1,1,6.0,4.0,0.0,4.0
45,0,2,788,0,24,4,3,2,1,36,3,1,2,2,2177.0,8318.0,1,0,16.0,3,1,0,6.0,3,3,6.0,3.0,0.0,4.0
53,0,1,124,2,2,3,2,3,0,38,2,7,2,1,7525.0,23537.0,2,0,12.0,3,1,1,30.0,2,3,15.0,7.0,6.0,12.0
36,1,2,660,1,15,3,4,1,1,81,3,2,3,0,4834.0,7858.0,7,0,14.0,3,2,1,9.0,3,2,1.0,0.0,0.0,0.0
26,1,1,342,1,2,3,1,1,1,57,3,6,1,1,2042.0,15346.0,6,1,14.0,3,2,1,6.0,2,3,3.0,2.0,1.0,2.0
34,0,2,1333,2,10,4,1,3,0,87,3,8,3,1,2220.0,18410.0,1,1,19.0,3,4,1,1.0,2,3,1.0,1.0,0.0,0.0
28,0,2,1144,2,10,1,3,4,1,74,3,8,2,1,1052.0,23384.0,1,0,22.0,4,2,0,1.0,5,3,1.0,0.0,0.0,0.0
38,0,1,1186,1,3,4,4,3,1,44,3,6,3,1,2821.0,2997.0,3,0,16.0,3,1,1,8.0,2,3,2.0,2.0,2.0,2.0
50,0,2,1464,1,2,4,3,2,1,62,3,5,3,1,19237.0,12853.0,2,1,11.0,3,4,1,29.0,2,2,8.0,1.0,7.0,7.0
37,0,2,124,1,3,3,4,4,0,35,3,0,2,2,4107.0,13848.0,3,0,15.0,3,1,0,8.0,3,2,4.0,3.0,0.0,1.0
40,0,2,300,2,26,3,2,3,1,74,3,7,1,1,8396.0,22217.0,1,0,14.0,3,2,1,8.0,3,2,7.0,7.0,7.0,5.0
26,0,1,921,1,1,1,3,1,0,66,2,6,3,0,2007.0,25265.0,1,0,13.0,3,3,2,5.0,5,3,5.0,3.0,1.0,3.0
46,0,2,430,1,1,4,3,4,1,40,3,5,4,0,19627.0,21445.0,9,0,17.0,3,4,2,23.0,0,3,2.0,2.0,2.0,2.0
54,0,2,1082,2,2,4,1,3,0,41,2,7,3,1,10686.0,8392.0,6,0,11.0,3,2,1,13.0,4,3,9.0,4.0,7.0,0.0
56,0,1,1240,1,9,3,3,1,0,63,3,6,3,1,2942.0,12154.0,2,0,19.0,3,2,1,18.0,4,3,5.0,4.0,0.0,3.0
36,0,2,796,1,12,5,3,4,0,51,2,4,4,2,8858.0,15669.0,0,0,11.0,3,2,0,15.0,2,2,14.0,8.0,7.0,8.0
55,0,0,444,1,2,1,3,3,1,40,2,3,1,2,16756.0,17323.0,7,0,15.0,3,2,0,31.0,3,4,9.0,7.0,6.0,2.0
43,0,2,415,2,25,3,3,3,1,79,2,7,4,0,10798.0,5268.0,5,0,13.0,3,3,1,18.0,5,3,1.0,0.0,0.0,0.0
20,1,1,769,2,9,3,2,4,0,54,3,8,4,2,2323.0,17205.0,1,1,14.0,3,2,0,2.0,3,3,2.0,2.0,0.0,2.0
21,1,2,1334,1,10,3,1,3,0,36,2,2,1,2,1416.0,17258.0,1,0,13.0,3,1,0,1.0,6,2,1.0,0.0,1.0,0.0
46,0,2,1003,1,8,4,1,4,0,74,2,6,1,0,4615.0,21029.0,8,1,23.0,4,1,3,19.0,2,3,16.0,13.0,1.0,7.0
51,1,2,1323,1,4,4,1,1,1,34,3,6,3,1,2461.0,10332.0,9,1,12.0,3,3,3,18.0,2,4,10.0,0.0,2.0,7.0
28,1,0,1366,1,24,2,5,2,1,72,2,0,1,2,8722.0,12355.0,1,0,12.0,3,1,0,10.0,2,2,10.0,7.0,1.0,9.0
26,0,2,192,1,1,2,3,1,1,59,2,2,1,1,3955.0,11141.0,1,0,16.0,3,1,2,6.0,2,3,5.0,3.0,1.0,3.0
30,0,2,1176,1,20,3,4,3,1,85,3,4,1,1,9957.0,9096.0,0,0,15.0,3,3,1,7.0,1,2,6.0,2.0,0.0,2.0
41,0,2,509,1,7,2,5,2,0,43,4,6,3,1,3376.0,18863.0,1,0,13.0,3,3,0,10.0,3,3,10.0,6.0,0.0,8.0
38,0,2,330,1,17,1,1,3,0,65,2,0,3,1,8823.0,24608.0,0,0,18.0,3,1,1,20.0,4,2,19.0,9.0,1.0,9.0
40,0,2,1492,1,20,4,5,1,1,61,3,0,4,1,10322.0,26542.0,4,0,20.0,4,4,1,14.0,6,3,11.0,10.0,11.0,1.0
27,0,0,1277,1,8,5,1,1,1,87,1,2,3,1,4621.0,5869.0,1,0,19.0,3,4,3,3.0,4,3,3.0,2.0,1.0,2.0
55,0,1,1091,1,2,1,1,4,1,65,3,4,2,1,10976.0,15813.0,3,0,18.0,3,2,1,23.0,4,3,3.0,2.0,1.0,2.0
28,0,2,857,1,10,3,4,3,0,59,3,6,3,2,3660.0,7909.0,3,0,13.0,3,4,0,10.0,4,4,8.0,7.0,1.0,7.0
44,1,2,1376,0,1,2,3,2,1,91,2,1,1,1,10482.0,2326.0,9,0,14.0,3,4,1,24.0,1,3,20.0,6.0,3.0,6.0
33,0,2,654,1,5,3,1,4,1,34,2,0,4,0,7119.0,21214.0,4,0,15.0,3,3,1,9.0,2,3,3.0,2.0,1.0,2.0
35,1,2,1204,2,4,3,5,4,1,86,3,7,1,2,9582.0,10333.0,0,1,22.0,4,1,0,9.0,2,3,8.0,7.0,4.0,7.0
33,1,1,827,1,29,4,3,1,0,54,2,6,3,2,4508.0,3129.0,1,0,22.0,4,2,0,14.0,4,3,13.0,7.0,3.0,8.0
28,0,2,895,1,15,2,1,1,1,50,3,2,3,0,2207.0,22482.0,1,0,16.0,3,4,1,4.0,5,2,4.0,2.0,2.0,2.0
34,0,1,618,1,3,1,1,1,1,45,3,0,4,2,7756.0,22266.0,0,0,17.0,3,3,0,7.0,1,2,6.0,2.0,0.0,4.0
37,0,2,309,2,10,4,1,4,0,88,2,7,4,0,6694.0,24223.0,2,1,14.0,3,3,3,8.0,5,3,1.0,0.0,0.0,0.0
25,1,2,1219,1,4,1,5,4,1,32,3,2,4,1,3691.0,4605.0,1,1,15.0,3,2,1,7.0,3,4,7.0,7.0,5.0,6.0
26,1,2,1330,1,21,3,3,1,1,37,3,2,3,0,2377.0,19373.0,1,0,20.0,4,3,1,1.0,0,2,1.0,1.0,0.0,0.0
33,1,2,1017,1,25,3,3,1,1,55,2,6,2,2,2313.0,2993.0,4,1,20.0,4,2,0,5.0,0,3,2.0,2.0,2.0,2.0
42,0,2,469,1,2,2,3,4,1,35,3,3,1,1,17665.0,14399.0,0,0,17.0,3,4,1,23.0,3,3,22.0,6.0,13.0,7.0
28,1,1,1009,1,1,3,3,1,1,45,2,2,2,0,2596.0,7160.0,1,0,15.0,3,1,2,1.0,2,3,1.0,0.0,0.0,0.0
50,1,1,959,2,1,4,4,4,1,81,3,7,3,2,4728.0,17251.0,3,1,14.0,3,4,0,5.0,4,3,0.0,0.0,0.0,0.0
33,0,1,970,2,7,3,1,4,0,30,3,7,2,1,4302.0,13401.0,0,0,17.0,3,3,1,4.0,3,3,3.0,2.0,0.0,2.0
34,0,0,697,1,3,4,1,3,1,40,2,6,4,1,2979.0,22478.0,3,0,17.0,3,4,3,6.0,2,3,0.0,0.0,0.0,0.0
48,0,0,1262,1,1,4,3,1,1,35,4,3,4,2,16885.0,16154.0,2,0,22.0,4,3,0,27.0,3,2,5.0,4.0,2.0,1.0
45,0,0,1050,2,9,4,1,2,0,65,2,7,3,1,5593.0,17970.0,1,0,13.0,3,4,1,15.0,2,3,15.0,10.0,4.0,12.0
52,0,2,994,1,7,4,1,2,1,87,3,0,2,2,10445.0,15322.0,7,0,19.0,3,4,0,18.0,4,3,8.0,6.0,4.0,0.0
38,0,2,770,2,10,4,2,3,1,73,2,7,3,0,8740.0,5569.0,0,1,14.0,3,2,2,9.0,2,3,8.0,7.0,2.0,7.0
29,0,2,1107,1,28,4,1,3,0,93,3,6,4,0,2514.0,26968.0,4,0,22.0,4,1,1,11.0,1,3,7.0,5.0,1.0,7.0
28,0,2,950,1,3,3,3,4,0,93,3,4,2,0,7655.0,8039.0,0,0,17.0,3,2,3,10.0,3,2,9.0,7.0,1.0,7.0
46,0,2,406,2,3,1,2,1,1,52,3,3,3,1,17465.0,15596.0,3,0,12.0,3,4,1,23.0,3,3,12.0,9.0,4.0,9.0
38,0,2,130,2,2,2,2,4,1,32,3,7,2,2,7351.0,20619.0,7,0,16.0,3,3,0,10.0,2,3,1.0,0.0,0.0,0.0
43,0,1,1082,1,27,3,1,3,0,83,3,4,1,1,10820.0,11535.0,8,0,11.0,3,3,1,18.0,1,3,8.0,7.0,0.0,1.0
39,1,1,203,1,2,3,1,1,1,84,3,0,4,0,12169.0,13547.0,7,0,11.0,3,4,3,21.0,4,3,18.0,7.0,11.0,5.0
40,0,2,1308,1,14,3,3,3,1,44,2,5,3,2,19626.0,17544.0,1,0,14.0,3,1,0,21.0,2,4,20.0,7.0,4.0,9.0
21,0,2,984,1,1,1,5,4,0,70,2,6,2,2,2070.0,25326.0,1,1,11.0,3,3,0,2.0,6,4,2.0,2.0,2.0,2.0
39,0,0,439,1,9,3,1,3,1,70,3,2,2,2,6782.0,8770.0,9,0,15.0,3,3,0,9.0,2,2,5.0,4.0,0.0,3.0
36,0,0,217,1,18,4,1,1,1,78,3,4,4,2,7779.0,23238.0,2,0,20.0,4,1,0,18.0,0,3,11.0,9.0,0.0,9.0
31,0,1,793,2,20,3,1,3,1,67,4,8,4,1,2791.0,21981.0,0,0,12.0,3,1,1,3.0,4,3,2.0,2.0,2.0,2.0
28,0,2,1451,1,2,1,1,1,1,67,2,6,2,1,3201.0,19911.0,0,0,17.0,3,1,0,6.0,2,1,5.0,3.0,0.0,4.0
35,0,1,1182,2,11,2,2,4,1,54,3,7,4,0,4968.0,18500.0,1,0,11.0,3,4,1,5.0,3,3,5.0,2.0,0.0,2.0
49,0,2,174,2,8,4,5,4,1,56,2,7,2,1,13120.0,11879.0,6,0,17.0,3,2,1,22.0,3,3,9.0,8.0,2.0,3.0
34,0,1,1003,1,2,2,1,4,1,95,3,4,3,2,4033.0,15834.0,2,0,11.0,3,4,0,5.0,3,2,3.0,2.0,0.0,2.0
29,0,1,490,1,10,3,1,4,0,61,3,6,2,0,3291.0,17940.0,0,0,14.0,3,4,2,8.0,2,2,7.0,5.0,1.0,1.0
42,0,2,188,1,29,3,3,2,1,56,1,2,4,2,4272.0,9558.0,4,0,19.0,3,1,0,16.0,3,3,1.0,0.0,0.0,0.0
29,0,2,718,1,8,1,3,2,1,79,2,4,4,1,5056.0,17689.0,1,1,15.0,3,3,1,10.0,2,2,10.0,7.0,1.0,2.0
38,0,2,433,0,1,3,0,3,1,37,4,1,3,1,2844.0,6004.0,1,0,13.0,3,4,1,7.0,2,4,7.0,6.0,5.0,0.0
28,0,1,773,1,6,3,1,3,1,39,2,6,3,0,2703.0,22088.0,1,1,14.0,3,4,1,3.0,2,3,3.0,1.0,0.0,2.0
18,1,0,247,1,8,1,3,3,1,80,3,2,3,2,1904.0,13556.0,1,0,12.0,3,4,0,0.0,0,3,0.0,0.0,0.0,0.0
33,1,2,603,2,9,4,2,1,0,77,3,7,1,2,8224.0,18385.0,0,1,17.0,3,1,0,6.0,3,3,5.0,2.0,0.0,3.0
41,0,2,167,1,12,4,1,2,1,46,3,2,4,1,4766.0,9051.0,3,1,11.0,3,1,1,6.0,4,3,1.0,0.0,0.0,0.0
31,1,1,874,1,15,3,3,3,1,72,3,2,3,1,2610.0,6233.0,1,0,12.0,3,3,1,2.0,5,2,2.0,2.0,2.0,2.0
37,0,2,367,1,25,2,3,3,0,52,2,0,4,0,5731.0,17171.0,7,0,13.0,3,3,2,9.0,2,3,6.0,2.0,1.0,3.0
27,0,2,199,1,6,3,1,4,1,55,2,6,3,1,2539.0,7950.0,1,0,13.0,3,3,1,4.0,0,3,4.0,2.0,2.0,2.0
34,0,2,1400,2,9,1,1,2,0,70,3,7,3,1,5714.0,5829.0,1,0,20.0,4,1,0,6.0,3,2,6.0,5.0,1.0,3.0
35,0,2,528,0,8,4,5,3,1,100,3,1,3,2,4323.0,7108.0,1,0,17.0,3,2,0,6.0,2,1,5.0,4.0,1.0,4.0
29,1,2,408,2,23,1,1,4,0,45,2,7,1,1,7336.0,11162.0,1,0,13.0,3,1,1,11.0,3,1,11.0,8.0,3.0,10.0
40,0,1,593,1,9,4,3,2,0,88,3,5,3,2,13499.0,13782.0,9,0,17.0,3,3,0,20.0,3,2,18.0,7.0,2.0,13.0
42,1,1,481,2,12,3,1,3,1,44,3,7,1,2,13758.0,2447.0,0,1,12.0,3,2,0,22.0,2,2,21.0,9.0,13.0,14.0
42,0,2,647,2,4,4,2,2,1,45,3,7,1,2,5155.0,2253.0,7,0,13.0,3,4,0,9.0,3,4,6.0,4.0,1.0,5.0
35,0,2,982,1,1,4,3,4,1,58,2,2,3,1,2258.0,16340.0,6,0,12.0,3,2,1,10.0,2,3,8.0,0.0,1.0,7.0
24,0,2,477,1,24,3,3,4,1,49,3,2,2,2,3597.0,6409.0,8,0,22.0,4,4,0,6.0,2,3,4.0,3.0,1.0,2.0
28,1,2,1485,1,12,1,1,3,0,79,3,2,4,1,2515.0,22955.0,1,1,11.0,3,4,0,1.0,4,2,1.0,1.0,0.0,0.0
26,0,2,1384,1,3,4,3,1,1,82,4,2,4,1,4420.0,13421.0,1,0,22.0,4,2,1,8.0,2,3,8.0,7.0,0.0,7.0
30,0,2,852,2,10,3,2,3,1,72,2,7,3,1,6578.0,2706.0,1,0,18.0,3,1,1,10.0,3,3,10.0,3.0,1.0,4.0
40,0,1,902,1,26,2,3,3,0,92,2,6,4,1,4422.0,21203.0,3,1,13.0,3,4,1,16.0,3,1,1.0,1.0,0.0,0.0
35,0,2,819,1,2,3,1,3,1,44,2,4,2,0,10274.0,19588.0,2,0,18.0,3,2,1,15.0,2,4,7.0,7.0,6.0,4.0
34,0,1,669,1,1,3,3,4,1,97,2,0,1,2,5343.0,25755.0,0,0,20.0,4,3,0,14.0,3,3,13.0,9.0,4.0,9.0
35,0,1,636,1,4,4,4,4,1,47,2,2,4,1,2376.0,26537.0,1,0,13.0,3,2,1,2.0,2,4,2.0,2.0,2.0,2.0
43,1,2,1372,2,9,3,2,1,0,85,1,7,3,2,5346.0,9489.0,8,0,13.0,3,2,0,7.0,2,2,4.0,3.0,1.0,3.0
32,0,0,862,2,2,1,1,3,0,76,3,8,1,0,2827.0,14947.0,1,0,12.0,3,3,3,1.0,3,3,1.0,0.0,0.0,0.0
56,0,2,718,1,4,4,5,4,0,92,3,3,1,0,19943.0,18575.0,4,0,13.0,3,4,1,28.0,2,3,5.0,2.0,4.0,2.0
29,0,2,1401,1,6,1,3,2,0,54,3,2,4,1,3131.0,26342.0,1,0,13.0,3,1,1,10.0,5,3,10.0,8.0,0.0,8.0
19,0,2,645,1,9,2,1,3,1,54,3,6,1,2,2552.0,7172.0,1,0,25.0,4,3,0,1.0,4,3,1.0,1.0,0.0,0.0
45,0,2,1457,1,7,3,3,1,0,83,3,6,3,1,4477.0,20100.0,4,1,19.0,3,3,1,7.0,2,2,3.0,2.0,0.0,2.0
37,0,2,977,1,1,3,1,4,0,56,2,4,4,1,6474.0,9961.0,1,0,13.0,3,2,1,14.0,2,2,14.0,8.0,3.0,11.0
20,0,2,805,1,3,3,1,1,1,87,2,2,3,2,3033.0,12828.0,1,0,12.0,3,1,0,2.0,2,2,2.0,2.0,1.0,2.0
44,1,2,1097,1,10,4,1,3,1,96,3,6,3,2,2936.0,10826.0,1,1,11.0,3,3,0,6.0,4,3,6.0,4.0,0.0,2.0
53,0,2,1223,1,7,2,3,4,0,50,3,3,3,0,18606.0,18640.0,3,0,18.0,3,2,1,26.0,6,3,7.0,7.0,4.0,7.0
29,0,2,942,1,15,1,1,2,0,69,1,6,4,1,2168.0,26933.0,0,1,18.0,3,1,1,6.0,2,2,5.0,4.0,1.0,3.0
22,1,1,1256,1,3,4,1,3,1,48,2,6,4,1,2853.0,4223.0,0,1,11.0,3,2,1,1.0,5,3,0.0,0.0,0.0,0.0
46,0,2,1402,2,2,3,2,3,0,69,3,3,1,1,17048.0,24097.0,8,0,23.0,4,1,0,28.0,2,3,26.0,15.0,15.0,9.0
44,0,0,111,1,17,3,1,4,1,74,1,6,3,2,2290.0,4279.0,2,0,13.0,3,4,0,6.0,3,3,0.0,0.0,0.0,0.0
33,0,2,147,0,2,3,0,2,1,99,3,1,3,1,3600.0,8429.0,1,0,13.0,3,4,1,5.0,2,3,5.0,4.0,1.0,4.0
41,1,0,906,1,5,2,1,1,1,95,2,6,1,0,2107.0,20293.0,6,0,17.0,3,1,1,5.0,2,1,1.0,0.0,0.0,0.0
30,0,2,1329,2,29,4,1,3,1,61,3,7,1,0,4115.0,13192.0,8,0,19.0,3,3,3,8.0,3,3,4.0,3.0,0.0,3.0
40,0,1,1184,2,2,4,3,2,1,62,3,7,2,1,4327.0,25440.0,5,0,12.0,3,4,3,5.0,2,3,0.0,0.0,0.0,0.0
50,0,1,1421,1,2,3,3,4,0,30,3,3,1,1,17856.0,9490.0,2,0,22.0,4,3,1,32.0,3,3,2.0,2.0,2.0,2.0
28,0,2,1179,1,19,4,3,4,1,78,2,2,1,1,3196.0,12449.0,1,0,12.0,3,3,3,6.0,2,3,6.0,5.0,3.0,3.0
46,0,2,1450,1,15,2,1,4,1,52,3,5,2,1,19081.0,10849.0,5,0,11.0,3,1,1,25.0,2,3,4.0,2.0,0.0,3.0
35,0,2,1361,2,17,4,1,3,1,94,3,7,1,1,8966.0,21026.0,3,1,15.0,3,4,3,15.0,2,3,7.0,7.0,1.0,7.0
24,1,2,984,1,17,2,1,4,0,97,3,2,2,1,2210.0,3372.0,1,0,13.0,3,1,1,1.0,3,1,1.0,0.0,0.0,0.0
